Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2018,4407212,Hackney,Virginia,Buchanan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Surface Minerals Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,28017,8,22933
2018,4407220,D-17,Virginia,Buchanan,Active,Underground,Indepedent Producer Operator,Mine only,Blackjewel L.L.C.,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,167534,80,169921
2018,4407268,Lower Mill,Virginia,Buchanan,Active,Underground,Indepedent Producer Operator,Mine only,"Cbs Energy, Inc..","2703 Steelsburg Highway, Suite, Cedar Bluff, VA 24609",,Appalachia Central,33356,15,25234
2018,4407285,No. 10,Virginia,Buchanan,Active,Surface,Indepedent Producer Operator,Mine only,"Apex Energy, Inc.","23956 State Highway 194 East, Fedscreek, KY 41524",,Appalachia Central,55514,17,44038
2018,4407318,Hackney Creek Hagy,Virginia,Buchanan,Active,Underground,Indepedent Producer Operator,Mine only,Banner Blue Coal Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,512325,133,318881
2018,4407327,Huffman Hwm,Virginia,Buchanan,Active,Surface,Indepedent Producer Operator,Mine only,Surface Minerals Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,130313,13,32666
2018,4407355,Surface Mine No. 1,Virginia,Buchanan,Active,Surface,Indepedent Producer Operator,Mine only,Surface Minerals Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,347544,55,148984
2018,4609370,Miner #57,Virginia,Buchanan,Active,Surface,Indepedent Producer Operator,Mine only,"C W Augering, Inc.","24044 State Highway 194 East, Fedscreek, KY 41524",,Appalachia Central,55614,8,21625
2018,4405311,Mcclure River Plant,Virginia,Dickenson,Active,Surface,Operating Subsidiary,Preparation Plant,"Dickenson-Russell Contura, Llc","5703 Crutchfield Dr, Norton, VA 24273",United Mine Workers Of America,Appalachia Central,0,6,13358
2018,4405311,Mcclure River Plant,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Preparation Plant,"Dickenson-Russell Contura, Llc","5703 Crutchfield Dr, Norton, VA 24273",United Mine Workers Of America,Appalachia Central,0,52,120219
2018,4407129,Deep Mine 25,Virginia,Dickenson,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,910,7,1806
2018,4407163,88 Strip,Virginia,Dickenson,Active,Surface,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,708649,126,306943
2018,4407217,No 10,Virginia,Dickenson,Active,Underground,Indepedent Producer Operator,Mine only,Four O Mining Corporation,"P.O. Box 148, Vansant, VA 24656",,Appalachia Central,36385,13,22398
2018,4407223,Deep Mine 41,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,1522940,331,767503
2018,4407260,Mine No. 4,Virginia,Dickenson,Active,Surface,Indepedent Producer Operator,Mine only,"D & H Mining, Inc.","1029 Pine Creek Road, Swords Creek, VA 24649",,Appalachia Central,11825,9,7530
2018,4407306,Omm,Virginia,Dickenson,Active,Underground,Indepedent Producer Operator,Mine only,Estep Coal Company Inc,"P.O. Box 1025, Grundy, VA 24614",,Appalachia Central,41228,10,1374
2018,4407308,Deep Mine 44,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,462158,93,215631
2018,4407322,Cabin Ridge Surface Mine,Virginia,Dickenson,Permanently abandoned,Surface,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,125446,26,55294
2018,4407364,Ken Energy Corp - St Surface,Virginia,Dickenson,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Mill Creek Mining, Inc.","P.O. Box 467, Norton, VA 24273",,Appalachia Central,96072,20,47456
2018,4407366,Tilley,Virginia,Dickenson,Active,Underground,Indepedent Producer Operator,Mine only,Banner Blue Coal Company,"1073 Riverview Street, Grundy, VA 24614",,Appalachia Central,165262,55,134736
2018,4407381,Long Branch Surface Mine,Virginia,Dickenson,Active,Surface,Operating Subsidiary,Mine only,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,170177,35,67757
2018,4405898,P-14,Virginia,Lee,Active,Surface,Operating Subsidiary,Preparation Plant,"Black Jewel, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,5,11658
2018,4405898,P-14,Virginia,Lee,Active,Underground,Operating Subsidiary,Preparation Plant,"Black Jewel, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,22,46630
2018,4402277,Rcr #1,Virginia,Russell,Active,Surface,Indepedent Producer Operator,Mine only,"Russell County Reclamation, Ll","P.O. Box 1464, Abingdon, VA 24212",,Appalachia Central,12829,13,9236
2018,4407142,P-12 Flat Rock,Virginia,Russell,Active,Surface,Indepedent Producer Operator,Preparation Plant,Blackjewel L.L.C.,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,0,371
2018,4407142,P-12 Flat Rock,Virginia,Russell,Active,Underground,Indepedent Producer Operator,Preparation Plant,Blackjewel L.L.C.,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,11,18177
2018,4407313,Kilgore Creek Highwall Mine,Virginia,Russell,Active,Surface,Indepedent Producer Operator,Mine only,Omega Surface Mining,"P.O. Box 40, Cedar Bluff, VA 24609",,Appalachia Central,191768,9,18256
2018,4407326,Louis Lowe Surface Mine,Virginia,Russell,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Omega Surface Mining, Llc","P.O. Box 40, Cedar Bluff, VA 24609",,Appalachia Central,3367,27,58252
2018,4405236,Coal Creek Prep Plant,Virginia,Tazewell,Active,Underground,Operating Subsidiary,Preparation Plant,Ramaco Resources Land Holdings,"497 Fork Ridge Road, Raven, VA 24639",,Appalachia Central,0,18,40425
2018,4407172,Virginia Point No. 1 Surface M,Virginia,Tazewell,Active,Surface,Indepedent Producer Operator,Mine only,"Extra Energy, Inc.","640 Clover Dew Dairy Rd, Princeton, WV 24740",,Appalachia Central,36583,11,27484
2018,4407288,Hill Creek Highwall,Virginia,Tazewell,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Omega Surface Mining, Llc","P.O. Box 40, Cedar Bluff, VA 24609",,Appalachia Central,125062,9,16279
2018,4407320,Middle Creek Refuge,Virginia,Tazewell,Active,Surface,Indepedent Producer Operator,Mine only,Wynnly Inc.,"411 Edgewater Drive, Cedar Bluff, VA 24609",,Appalachia Central,629,3,3760
2018,4609182,Highwall Miner #1,Virginia,Tazewell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Extra Energy, Inc","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,52266,9,10836
2018,3609198,3166,Virginia,Wise,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249",,Appalachia Central,9018,3,1940
2018,4403088,P-7 Pigeon Creek,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Preparation Plant,Blackjewel L.L.C.,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,2,4602
2018,4403088,P-7 Pigeon Creek,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Preparation Plant,Blackjewel L.L.C.,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,26,61143
2018,4405270,Toms Creek Complex,Virginia,Wise,Active,Surface,Operating Subsidiary,Preparation Plant,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,0,18,45215
2018,4405270,Toms Creek Complex,Virginia,Wise,Active,Underground,Operating Subsidiary,Preparation Plant,"Paramont Contura, Llc","5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,0,14,36994
2018,4406084,No 27 Strip,Virginia,Wise,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Humphreys Enterprises, Inc.","P.O. Box 668, Norton, VA 24273",,Appalachia Central,156358,23,43061
2018,4406199,No 1 Prep Plant,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Preparation Plant,Red River Coal Company Inc,"P.O. Box 668, Norton, VA 24273",,Appalachia Central,0,10,18237
2018,4406199,No 1 Prep Plant,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Preparation Plant,Red River Coal Company Inc,"P.O. Box 668, Norton, VA 24273",,Appalachia Central,0,19,37028
2018,4406544,Ag4 Sawmill Hollow #2,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,Fr Performance Llc,"327 Huckleberry Lane, London, KY 40744",,Appalachia Central,2364,7,9560
2018,4407052,D-10 Dorchester,Virginia,Wise,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Blackjewel L.L.C.,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,53766,27,62436
2018,4407087,D-6 North Fork,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Mine only,Blackjewel L.L.C.,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,214477,70,156023
2018,4407124,True Energy Fuels Mine No. 2,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,True Energy Fuels Llc,"1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,39425,12,26570
2018,4407133,No. 26 Strip,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,Humphreys Enterprises Inc,"P.O. Box 668, Norton, VA 24273",,Appalachia Central,141309,25,45647
2018,4407137,No. 2,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Mine only,"Patriot Mining, Llc","P.O. Box 917, Abingdon, VA 24210",,Appalachia Central,243029,49,111516
2018,4407150,D-7 Osaka,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Mine only,Blackjewel L.L.C.,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,267709,95,226330
2018,4407303,Savage Blending Terminal,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Preparation Plant,Savage Services Corp,"3630 Russell Creek Road, St. Paul, VA 24283",,Appalachia Central,0,7,12453
2018,4407303,Savage Blending Terminal,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Preparation Plant,Savage Services Corp,"3630 Russell Creek Road, St. Paul, VA 24283",,Appalachia Central,0,6,12453
2018,4407362,#1,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,Ridgetop Development Llc,"P.O. Box 1090, Oceana, WV 24870",,Appalachia Central,100423,24,55375
2018,4407367,No 10,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Mine only,Capital Coal Corp.,"P.O. Box 1426, Grundy, VA 24614",,Appalachia Central,111844,36,72250
2018,4407370,No. 29 Strip,Virginia,Wise,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Humphreys Enterprises, Inc,","P.O. Box 668, Norton, VA 24273",,Appalachia Central,65309,15,28027
2018,4407384,Airport Mine 1,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,"J.W. Construction Company, Inc","P.O. Box 2470, Wise, VA 24293",,Appalachia Central,158457,34,46773
2018,4407386,Surface Mine No. 2,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,"Ridgetop Development, Llc","P.O. Box 1090, Oceana, WV 24870",,Appalachia Central,51562,20,22080
2018,4407388,Mine #24,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Mine only,"Jarisa, Inc.","935 Hwy 317, Neon, KY 41840",,Appalachia Central,2796,14,8086
2018,4604168,Sentinel Mine,West Virginia (Northern),Barbour,Active,Underground,Indepedent Producer Operator,Mine only,Wolf Run Mining Llc,"21550 Barbour County Hwy, Philippi, WV 26416",,Appalachia Northern,1169514,324,783381
2018,4608777,Sentinel Preparation Plant,West Virginia (Northern),Barbour,Active,Underground,Operating Subsidiary,Preparation Plant,Wolf Run Mining Llc,"21550 Barbour County Hwy, Philippi, WV 26416",,Appalachia Northern,0,26,57185
2018,4604670,Hobet Mine,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Mine only,Erp Environmental Fund Inc,"P.O. Box 305, Madison, WV 25130",United Mine Workers Of America,Appalachia Central,15545,21,51308
2018,4605295,Wells Prep Plant And Loadout,West Virginia (Southern),Boone,Active,Surface,Operating Subsidiary,Preparation Plant,Rockwell Mining Llc,"P.O. Box 57, Wharton, WV 25208",United Mine Workers Of America,Appalachia Central,0,6,13629
2018,4605398,Hobet Prep Plant,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Preparation Plant,Erp Environmental Fund Inc,"P.O. Box 305, Madison, WV 25130",United Mine Workers Of America,Appalachia Central,0,10,31166
2018,4605992,Homer Iii Processing,West Virginia (Southern),Boone,Active,Surface,Operating Subsidiary,Preparation Plant,Black Castle Mining Company Ll,"P.O. Box 189, Peytona, WV 25154",,Appalachia Central,0,23,57376
2018,4606188,Chess Processing,West Virginia (Southern),Boone,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,"Elk Run Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,0,20,47810
2018,4606448,Rocklick Preparation Plant,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Preparation Plant,Rockwell Mining Llc,"P.O. Box 57, Wharton, WV 25208",United Mine Workers Of America,Appalachia Central,0,16,38721
2018,4606448,Rocklick Preparation Plant,West Virginia (Southern),Boone,Active,Underground,Indepedent Producer Operator,Preparation Plant,Rockwell Mining Llc,"P.O. Box 57, Wharton, WV 25208",United Mine Workers Of America,Appalachia Central,0,31,78616
2018,4606618,Gateway Eagle Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,Rockwell Mining Llc,"P.O. Box 57, Wharton, WV 25208",United Mine Workers Of America,Appalachia Central,368390,115,264988
2018,4607938,"Black Castle Mining Company, L",West Virginia (Southern),Boone,Active,Surface,Operating Subsidiary,Mine only,"Black Castle Mining Company, L","782 Robinson Creek Road, Madison, WV 25130",,Appalachia Central,1107520,125,331816
2018,4608645,Twilight Mtr Surface Mine,West Virginia (Southern),Boone,Active,Surface,Operating Subsidiary,Mine only,"Lexington Coal Company, Llc","P.O. Box 299, Sidney, KY 41564",,Appalachia Central,185910,26,50110
2018,4608759,North Eagle Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,"Kanawha Eagle Mining, Llc","P.O. Box 189, Comfort, WV 25049",,Appalachia Central,805504,126,291432
2018,4608818,Callisto Mine,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Mine only,Erp Environmental Fund Inc,"P.O. Box 305, Madison, WV 25130",United Mine Workers Of America,Appalachia Central,36630,11,34063
2018,4608921,Surface Mine No. 7,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Mine only,"Cline & Son Stone & Gravel, In","P.O. Box 374, Gilbert, WV 25621",,Appalachia Central,22506,11,16095
2018,4608940,Bull Creek Prep & Refuse Disp,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Raven Crest Contracting, Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,0,10,26584
2018,4609070,Boone North No. 2 Surface Mine,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Mine only,"Raven Crest Contracting, Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,530580,59,142455
2018,4609152,Black Oak Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,Rockwell Mining Llc,"P.O. Box 57, Wharton, WV 25208",United Mine Workers Of America,Appalachia Central,333792,127,298204
2018,4609258,Peerless Rachel Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,"Kanawha Eagle Mining, Llc","P.O. Box 189, Comfort, WV 25049",,Appalachia Central,760893,109,245451
2018,4609286,Mine No 6,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Mine only,Lexington Coal Company,"P.O. Box 299, Sidney, KY 41564",,Appalachia Central,159134,40,52687
2018,4609309,Hill Fork Mine,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Mine only,Erp Environmental Fund Inc,"P.O. Box 305, Madison, WV 25130",United Mine Workers Of America,Appalachia Central,81868,19,53760
2018,4609532,Salem Auger #41,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Mine only,"Brooks Run Mining Co., Llc","P.O. Box 47, Belfrey, KY 41514",,Appalachia Central,37211,2,5563
2018,3610164,Auger No. 47,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Mine only,Resource Management & Recovery,"P.O. Box 3124, Wise, VA 24293",,Appalachia Central,555,6,1307
2018,4003274,Empire,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Mine only,"Denali Energy Group, Llc","1140 Tanbark Road, Lexington, KY 40515",,Appalachia Central,35169,3,7868
2018,4604236,Maple Eagle No. 1 Mine,West Virginia (Southern),Fayette,Active,Underground,Indepedent Producer Operator,Mine only,"Murray Maple Eagle Coal, Llc","1345 Elk Ridge Road, Powellton, WV 25161",,Appalachia Central,481139,166,337996
2018,4604343,Kingston Processing,West Virginia (Southern),Fayette,Active,Surface,Operating Subsidiary,Preparation Plant,Kingston Mining Inc.,"600 Resource Drive, Scarbro, WV 25917",,Appalachia Central,0,1,2319
2018,4604343,Kingston Processing,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Preparation Plant,Kingston Mining Inc.,"600 Resource Drive, Scarbro, WV 25917",,Appalachia Central,0,35,74993
2018,4605145,Maple Eagle Preparation Plant,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Murray Maple Eagle Coal, Llc","1345 Elk Ridge Road, Powellton, WV 25161",,Appalachia Central,0,5,7992
2018,4605145,Maple Eagle Preparation Plant,West Virginia (Southern),Fayette,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Murray Maple Eagle Coal, Llc","1345 Elk Ridge Road, Powellton, WV 25161",,Appalachia Central,0,19,28335
2018,4607058,Sycamore Surface Mine,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Mine only,"Murray Maple Eagle Coal, Llc","1345 Elk Ridge Road, Powellton, WV 25161",,Appalachia Central,182625,41,85298
2018,4607491,S-7 Surface Mine,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Mine only,Blackjewel L.L.C.,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,66420,24,53195
2018,4607537,Alloy Surface Mine,West Virginia (Southern),Fayette,Active,Surface,Operating Subsidiary,Mine only,"Lexington Coal Company, Llc","P.O. Box 58370, Charleston, WV 25358",,Appalachia Central,236493,23,58144
2018,4608625,Kingston No 1,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","208 Business Street, Beckley, WV 25801",,Appalachia Central,183583,69,159156
2018,4608932,Kingston No. 2,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","600 Resource Drive, Scarbro, WV 25917",,Appalachia Central,417412,114,269637
2018,4609052,Bam 7 Auger,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Road, Summersville, WV 26651",,Appalachia Central,21990,2,4635
2018,4609054,Republic Energy,West Virginia (Southern),Fayette,Active,Surface,Operating Subsidiary,Mine only,Republic Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,1542284,157,381362
2018,4609105,Surface No 5,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Mine only,"Resources Limited, Llc","188 Spruce Run Road, Summersville, WV 26651",,Appalachia Central,148342,30,65731
2018,4609114,Pax Load Out,West Virginia (Southern),Fayette,Active,Surface,Operating Subsidiary,Preparation Plant,Republic Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,0,4,9420
2018,4609114,Pax Load Out,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Preparation Plant,Republic Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,0,4,9419
2018,4609151,Shm 46 Highwall Miner,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Mine only,Bundy Auger Mining Inc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,46626,4,7792
2018,4609162,Deep Water Prep Plant P-2,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Preparation Plant,Frasure Creek Mining Llc,"P.O. Box 100, Oak Hill, WV 25901",,Appalachia Central,0,4,6798
2018,4609162,Deep Water Prep Plant P-2,West Virginia (Southern),Fayette,Active,Underground,Indepedent Producer Operator,Preparation Plant,Frasure Creek Mining Llc,"P.O. Box 100, Oak Hill, WV 25901",,Appalachia Central,0,4,6797
2018,3304642,Hwm 61,West Virginia (Southern),Greenbrier,Active,Surface,Indepedent Producer Operator,Mine only,"South Fork Coal Co., Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,131051,12,30363
2018,3304709,Hwm # 36,West Virginia (Southern),Greenbrier,Active,Surface,Indepedent Producer Operator,Mine only,"Commonwealth Mining, Llc","330 Harper Park Drive, Suite E, Beckley, WV 25801",,Appalachia Central,105465,20,34515
2018,4607376,Lost Flat Surface Mine,West Virginia (Southern),Greenbrier,Active,Surface,Indepedent Producer Operator,Mine only,"South Fork Coal Company, Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,134330,30,48587
2018,4609125,Mountaineer Pocahontas No 1 Pr,West Virginia (Southern),Greenbrier,Active,Surface,Operating Subsidiary,Preparation Plant,Greenbrier Minerals Llc,"100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,0,8,19283
2018,4609125,Mountaineer Pocahontas No 1 Pr,West Virginia (Southern),Greenbrier,Active,Underground,Operating Subsidiary,Preparation Plant,Greenbrier Minerals Llc,"100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,0,5,12856
2018,4609172,Mountaineer Pocahontas No 1 Mi,West Virginia (Southern),Greenbrier,Active,Underground,Operating Subsidiary,Mine only,Greenbrier Minerals Llc,"100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,227070,58,160956
2018,4609246,Kuhn Ridge,West Virginia (Southern),Greenbrier,Active,Surface,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,309463,52,155026
2018,4609448,Blue Knob Surface Mine,West Virginia (Southern),Greenbrier,Active,Surface,Indepedent Producer Operator,Mine only,"South Fork Coal Co., Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,82229,36,56613
2018,4609462,Clearco Prep & Loadout Facilit,West Virginia (Southern),Greenbrier,Active,Surface,Indepedent Producer Operator,Preparation Plant,"South Fork Coal Co., Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,0,6,18514
2018,4609473,No. 1 Surface Mine,West Virginia (Southern),Greenbrier,Active,Surface,Indepedent Producer Operator,Mine only,"Princess Polly Anna Coal, Inc.","P.O. Box 886, Lewisburg, WV 24901",,Appalachia Central,53281,8,18250
2018,4609490,Pollock Knob Surface Mine,West Virginia (Southern),Greenbrier,Temporarily closed,Surface,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,42564,22,63629
2018,4609519,Sewell Valley #2,West Virginia (Southern),Greenbrier,Active,Surface,Indepedent Producer Operator,Mine only,"Warrior Energy Resources, Llc","188spruce Run Road, Summersville, WV 26651",,Appalachia Central,13620,9,11370
2018,4609520,Sewell Valley #1,West Virginia (Southern),Greenbrier,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Warrior Energy Resources, Llc","P.O. Box 111, Pittsburgh, PA 15215",,Appalachia Central,6119,9,7655
2018,4603085,South Hollow Prep Plant And Lo,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Preparation Plant,"Kanawha Eagle Mining, Llc","P.O. Box 189, Comfort, WV 25049",,Appalachia Central,0,55,125403
2018,4603317,Mammoth Coal  Processing Pl &,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Preparation Plant,Mammoth Coal Co.,"P.O. Box 150, Cannelton, WV 25036",,Appalachia Central,0,15,37280
2018,4603317,Mammoth Coal  Processing Pl &,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Preparation Plant,Mammoth Coal Co.,"P.O. Box 150, Cannelton, WV 25036",,Appalachia Central,0,30,72366
2018,4605437,American Eagle Mine,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"P.O. Box 99, Dawes, WV 25054",,Appalachia Central,1516885,342,783294
2018,4607178,Samples Surface Mine,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,1305606,132,333872
2018,4608465,Toms Fork Prep Plant And Loado,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Preparation Plant,Panther Creek Mining Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,0,22,48678
2018,4608465,Toms Fork Prep Plant And Loado,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Preparation Plant,Panther Creek Mining Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,0,20,44933
2018,4608571,Wet Branch Prep Plant,West Virginia (Southern),Kanawha,Active,Underground,Indepedent Producer Operator,Preparation Plant,Panther Creek Mining Llc,"P.O. Box 99, Dawes, WV 25054",,Appalachia Central,0,52,124701
2018,4608961,Marmet Dock,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Preparation Plant,Alex Energy Llc,"782 Robinson Creek Road, Madison, WV 25130",,Appalachia Central,0,10,20919
2018,4608961,Marmet Dock,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Preparation Plant,Alex Energy Llc,"782 Robinson Creek Road, Madison, WV 25130",,Appalachia Central,0,10,20918
2018,4609153,Samples Mine Highwall Miner,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,135105,9,18674
2018,4609170,Four Mile Surface Mine No 2,West Virginia (Southern),Kanawha,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Long Flame Coal Corp,"13905 Maccorkle Ave, Suite 200, Chesapeake, WV 25315",,Appalachia Central,71118,17,43186
2018,4609221,Slabcamp,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Mammoth Coal Co.,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,1070511,118,277644
2018,4609226,Blue Creek Prep Plant,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Preparation Plant,"Blue Creek Mining, Llc","P.O. Box 366, Tad, WV 25201",,Appalachia Central,0,31,66522
2018,4609230,Winchester Ug Mine,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"P.O. Box 100, Eskdale, WV 25075",,Appalachia Central,498287,128,292317
2018,4609296,Blue Creek No. 2 Mine,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Blue Creek Mining Llc,"P.O. Box 366, Tad, WV 25201",,Appalachia Central,613294,62,141173
