Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2014,1202388,Gibson South,Indiana,Gibson,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Gibson County Coal, Llc","P.O. Box 1269, Princeton, IN 47670",,Illinois Basin,791635,151,357984
2014,1202431,Gold Star Mine,Indiana,Greene,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine and Preparation Plant,Erc Mining Indiana Corp,"15127 W. 700 N, Jasonville, IN 47438",,Illinois Basin,96244,63,168288
2014,1202167,Freelandville Mine,Indiana,Knox,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528",,Illinois Basin,8025,4,12127
2014,1202167,Freelandville Mine,Indiana,Knox,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528",,Illinois Basin,0,13,23049
2014,1202339,Freelandville East,Indiana,Knox,Active,Surface,Indepedent Producer Operator,Mine only,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528",,Illinois Basin,237685,23,48912
2014,1202394,Oaktown Fuels Mine No 1,Indiana,Knox,Active,Underground,Operating Subsidiary,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,3341067,292,738926
2014,1202418,Oaktown Fuels Mine No 2,Indiana,Knox,Active,Underground,Indepedent Producer Operator,Mine only,"Sunrise Coal, Llc","12661 N. Agricare Road, Oaktown, IN 47561",,Illinois Basin,2091533,153,378396
2014,1202423,Freelandville West Underground,Indiana,Knox,Active,Underground,Indepedent Producer Operator,Mine only,Triad Underground Mining Llc,"13333 E Hartsburg Rd, Edwardsport, IN 47528",,Illinois Basin,595171,92,217676
2014,1202462,Oaktown Fuels Preparation Plan,Indiana,Knox,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Sunrise Coal, Llc","1183 East Canvasback Dr., Terre Haute, IN 47802",,Illinois Basin,0,66,160073
2014,1200330,Log Creek Loadout Facility,Indiana,Pike,Active,Surface,Indepedent Producer Operator,Preparation Plant,Triad Mining Inc.,"14521 E State Rd 58, Edwardsport, IN 47528",,Illinois Basin,0,12,25514
2014,1201978,Solar Sources Preparation Plan,Indiana,Pike,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Solar Sources Inc,"Post Office Box 7, Petersburg, IN 47567",,Illinois Basin,0,19,47502
2014,1202249,Prosperity Mine,Indiana,Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine and Preparation Plant,"Sunrise Coal, Llc","12661 N. Agricare Rd., Oaktown, IN 47561",,Illinois Basin,1321377,299,747592
2014,1202320,Augusta Mine,Indiana,Pike,Active,Surface,Indepedent Producer Operator,Mine only,Triad Mining Llc,"14521 E. State Road 58, Edwardsport, IN 47528",,Illinois Basin,188377,12,29596
2014,1202368,Charter #1,Indiana,Pike,Active,Surface,Indepedent Producer Operator,Preparation Plant,T & T Washing Co. Inc.,"P.O. Box 183, Madisonville, KY 42431",,Illinois Basin,0,9,14701
2014,1202410,Log Creek Surface,Indiana,Pike,Active,Surface,Indepedent Producer Operator,Mine only,Triad Mining Llc,"14521 E. State Road 58, Edwardsport, IN 47528",,Illinois Basin,694328,54,135577
2014,1202433,Hilsmeyer #2,Indiana,Pike,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Sun Energy Group, Llc","2701 West 1100 S., Huntingburg, IN 47542",,Illinois Basin,42873,7,10503
2014,1202446,Cardinal Mine,Indiana,Pike,Active,Surface,Indepedent Producer Operator,Mine only,"United Minerals Co, Llc","P.O. Box 400, Huntingburg, IN 47542",,Illinois Basin,859869,34,99416
2014,1202349,Carlisle Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Sunrise Coal Llc,"1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,0,1,632
2014,1202349,Carlisle Mine,Indiana,Sullivan,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Sunrise Coal Llc,"1183 E Canvasback Dr, Terre Haute, IN 47802",,Illinois Basin,3049522,321,762692
2014,1202422,Bear Run Mine,Indiana,Sullivan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Bear Run Mining Llc,"7255 East County Road 600s, Carlisle, IN 47838",,Illinois Basin,8446135,611,1426607
2014,1202465,Carlisle Preparation Plant,Indiana,Sullivan,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Sunrise Coal, Llc","1466 E St Rd 58, Carlisle, IN 47838",,Illinois Basin,0,0,483
2014,1202465,Carlisle Preparation Plant,Indiana,Sullivan,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Sunrise Coal, Llc","1466 E St Rd 58, Carlisle, IN 47838",,Illinois Basin,0,29,47841
2014,1202226,Collie Pond Co,Indiana,Vigo,Temporarily closed,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Collie Coal Co Inc,"10026 N Knightsville Clay, Brazil, IN 47834",,Illinois Basin,4325,5,3582
2014,1202407,West 61,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",,Illinois Basin,1345630,97,288784
2014,1202428,Liberty Mine,Indiana,Warrick,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Vigo Coal Operating Company In,"528 Main St. Ste 202, Evansville, IN 47708",,Illinois Basin,1221067,81,218927
2014,1202441,Wild Boar Mine,Indiana,Warrick,Active,Surface,Operating Subsidiary,Mine only,"Peabody Wild Boar Mining, Llc","566 Dickeyville Rd., Lynnville, IN 47619",,Illinois Basin,2195014,132,330100
2014,1202445,Addcar System 40 Hwm Ser # Lv2,Indiana,Warrick,Active,Surface,Indepedent Producer Operator,Mine only,Ugm Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 40112",,Illinois Basin,412507,15,34480
2014,1401626,Garland Mine,Kansas,Bourbon,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Phoenix Mining Company,"310 S. Scraper, Vinita, OK 74301",,Interior,16793,6,13497
2014,1401631,Lucky Strike Mine,Kansas,Linn,Active,Surface,Indepedent Producer Operator,Mine only,"Continental Coal, Inc.","10801 Mastin  Suite 920, Overland Park, KS 66210",,Interior,49573,4,3706
2014,1505358,Viall Tipple,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988",,Appalachia Central,0,2,3118
2014,1505358,Viall Tipple,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988",,Appalachia Central,0,1,3117
2014,1509876,Tipple #3,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,Middlesboro Mining Operations,"P.O. Box 1727, Middlesboro, KY 40965",,Appalachia Central,0,10,22464
2014,1509876,Tipple #3,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,Middlesboro Mining Operations,"P.O. Box 1727, Middlesboro, KY 40965",,Appalachia Central,0,18,39937
2014,1510212,P-3 Hignite,Kentucky (East),Bell,Active,Underground,Operating Subsidiary,Preparation Plant,"Revelation Energy, Llc","6340 West Cumberland Ave, Middlesboro, KY 40965",,Appalachia Central,0,15,30250
2014,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,7,13805
2014,1511055,Middlesboro Tipple,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Premium Processing Co., Inc.","700 N 19th Street, Middlesboro, KY 40965",,Appalachia Central,0,1,1883
2014,1517792,#2,Kentucky (East),Bell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Kincaid Enterprises Inc,"700 N 19th Street, Middlesboro, KY 40977",,Appalachia Central,36166,10,25164
2014,1517901,M B Brittain Prep Plant,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988",,Appalachia Central,0,11,25275
2014,1517901,M B Brittain Prep Plant,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988",,Appalachia Central,0,4,10324
2014,1518257,#1 Strip Mine,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744",,Appalachia Central,47556,12,30630
2014,1518914,Highwall Miner #1,Kentucky (East),Bell,Active,Surface,Contractor,Mine only,"Ckj Enterprises, Inc","P.O. Box 952, Hyden, KY 41749",,Appalachia Central,150699,13,36532
2014,1518986,Balkan,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,34,77522
2014,1518986,Balkan,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Preparation Plant,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,0,19,41742
2014,1519076,Chestnut Flats,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,205609,13,35883
2014,1519268,Mine # 10,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,"Strata Mining, Inc","P.O. Box 962, Middlesboro, KY 40965",,Appalachia Central,48538,15,27946
2014,1519272,Lowsplint Surface,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,"Middlesboro Mining Operations,","P.O. Box 1727, Middlesboro, KY 40965",,Appalachia Central,24278,14,11282
2014,1519318,D-1 Garmeada #2,Kentucky (East),Bell,Active,Underground,Operating Subsidiary,Mine only,"Revelation Energy, Llc","6340 West Cumberland Ave, Middlesboro, KY 40965",,Appalachia Central,249210,61,130015
2014,1519408,Hance Mine No. 1,Kentucky (East),Bell,Permanently abandoned,Underground,Contractor,Mine only,"Tennco Energy, Inc.","P.O. Box 517, Middlesboro, KY 40965",,Appalachia Central,159120,17,36396
2014,1519431,Mine #8,Kentucky (East),Bell,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Clear Development Llc,"P.O. Box 1385, Lafollette, TN 37766",,Appalachia Central,15221,14,7997
2014,1519574,Coal Stone #10,Kentucky (East),Bell,Permanently abandoned,Underground,Contractor,Mine only,"Parton Bros. Contracting, Inc.","P.O. Box 159, Middlesboro, KY 40965",,Appalachia Central,202494,30,68030
2014,1519700,Ky No. 9,Kentucky (East),Bell,Active,Surface,Indepedent Producer Operator,Mine only,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988",,Appalachia Central,79279,16,16310
2014,1519702,Rockhampton #3,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Rockhampton Energy Llc,"10156 Us Hwy 25e, Pineville, KY 40977",,Appalachia Central,66649,57,131147
2014,1519731,Back Creek Surface Mine,Kentucky (East),Bell,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Kopper Glo Mining, Llc","P.O. Box 203, Clairfield, TN 37715",,Appalachia Central,132579,30,71612
2014,1519768,Jennie Branch Mine,Kentucky (East),Bell,Active,Underground,Indepedent Producer Operator,Mine only,"Tennco, Inc.","P.O. Box 517, Middlesboro, KY 40965",,Appalachia Central,709,8,225
2014,1508166,Placer Processing Plant #1,Kentucky (East),Boyd,Active,Surface,Operating Subsidiary,Preparation Plant,Coal Equity Inc,"13125 Us Rt 23, Catlettsburg, KY 41129",,Appalachia Central,0,2,2893
2014,1508166,Placer Processing Plant #1,Kentucky (East),Boyd,Active,Underground,Operating Subsidiary,Preparation Plant,Coal Equity Inc,"13125 Us Rt 23, Catlettsburg, KY 41129",,Appalachia Central,0,4,6749
2014,1512199,Riverway Terminals,Kentucky (East),Boyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Riverway South Inc,"14305 Us Rte 23, Catlettsburg, KY 41129",,Appalachia Central,0,5,9007
2014,1512199,Riverway Terminals,Kentucky (East),Boyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,Riverway South Inc,"14305 Us Rte 23, Catlettsburg, KY 41129",,Appalachia Central,0,4,9007
2014,1515609,Red Bud Dock No. 1,Kentucky (East),Boyd,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129",,Appalachia Central,0,10,14966
2014,1515609,Red Bud Dock No. 1,Kentucky (East),Boyd,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129",,Appalachia Central,0,9,14966
2014,1516749,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Surface,Operating Subsidiary,Preparation Plant,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507",,Appalachia Central,0,8,22392
2014,1516749,Kentucky Coal Terminal,Kentucky (East),Boyd,Active,Underground,Operating Subsidiary,Preparation Plant,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507",,Appalachia Central,0,6,14928
2014,1517278,Red Bud Dock North,Kentucky (East),Boyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129",,Appalachia Central,0,3,6088
2014,1517278,Red Bud Dock North,Kentucky (East),Boyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"1316 Porter Rd, Catlettsburg, KY 41129",,Appalachia Central,0,3,6088
2014,1510865,Wolverine Loadout (T-4),Kentucky (East),Breathitt,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,3,7644
2014,1510865,Wolverine Loadout (T-4),Kentucky (East),Breathitt,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,3,7644
2014,1511991,P-1 Flint Ridge,Kentucky (East),Breathitt,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,9,20728
2014,1518600,S-12 Calhoun,Kentucky (East),Breathitt,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,210566,35,74584
2014,1518982,Sturgeon Freeman Fork,Kentucky (East),Breathitt,Active,Surface,Indepedent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","P.O. Box 368, Beattyville, KY 41311",,Appalachia Central,84731,6,13089
2014,1519169,Mullins Branch Prep Plant,Kentucky (East),Breathitt,Temporarily closed,Surface,Indepedent Producer Operator,Preparation Plant,Licking River Resources Inc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,5,5724
2014,1519593,Davis Energy / Red Bush,Kentucky (East),Breathitt,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Clay Laurel Mining Incorporate,"P.O. Box 25, Avawam, KY 41713",,Appalachia Central,2738,3,690
2014,1519621,H-2,Kentucky (East),Breathitt,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville,, KY 41659",,Appalachia Central,193707,7,17725
2014,1519741,S-16 Gobblers Knob,Kentucky (East),Breathitt,Active,Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,266782,28,48257
2014,1511028,Manchester Tipple,Kentucky (East),Clay,Active,Surface,Indepedent Producer Operator,Preparation Plant,B & W Resources Inc,"P.O. Box 300 Liperote Way, London, KY 40741",,Appalachia Central,0,7,18373
2014,1515153,Manchester Prep Plant,Kentucky (East),Clay,Active,Surface,Indepedent Producer Operator,Preparation Plant,B & W Resources Inc,"300 Liperot Way, London, KY 40741",,Appalachia Central,0,9,19601
2014,1519176,Barger Branch Job #14,Kentucky (East),Clay,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"B&w Resources, Inc.","P.O. Box 466, Manchester, KY 40962",,Appalachia Central,24567,8,18020
2014,1519503,Mitco Job #12,Kentucky (East),Clay,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"B&w Resources, Inc.","300 Liperote Way, London, KY 40741",,Appalachia Central,124193,23,55475
2014,1518418,Joe's Run,Kentucky (West),Daviess,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,10538,3,5573
2014,1519657,North Knottsville Mine,Kentucky (West),Daviess,Active,Surface,Indepedent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,313269,27,70249
2014,1519667,Joes Run Processing,Kentucky (West),Daviess,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366",,Illinois Basin,0,4,11494
2014,1519556,Job #8,Kentucky (East),Elliott,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Mountain Source Energy, Llc","P.O. Box 308, Mt Sterling, KY 40353",,Appalachia Central,8684,7,2461
2014,1500365,Estill Co.,Kentucky (East),Estill,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Bowie Refined Coal, Llc","P.O. Box 547, Irvine, KY 40336",,Appalachia Central,0,33,72402
2014,1510271,#1 Plant,Kentucky (East),Floyd,Active,Surface,Contractor,Preparation Plant,"N F C Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653",,Appalachia Central,0,11,21954
2014,1510271,#1 Plant,Kentucky (East),Floyd,Active,Underground,Contractor,Preparation Plant,"N F C Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653",,Appalachia Central,0,11,22851
2014,1512908,Connor Coal Company Inc No 1,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Mine only,"Connor Coal Company, Inc.","P.O. Box 224, Auxier, KY 41602",,Appalachia Central,65013,13,14032
2014,1513258,Ivel Plant,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"P.O. Box 235, Ivel, KY 41642",,Appalachia Central,0,12,26538
2014,1513258,Ivel Plant,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,Appalachian Mining & Reclamati,"P.O. Box 235, Ivel, KY 41642",,Appalachia Central,0,11,26538
2014,1515978,Spurlock Plant,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Preparation Plant,Spurlock Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509",,Appalachia Central,0,17,34762
2014,1515978,Spurlock Plant,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Preparation Plant,Spurlock Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509",,Appalachia Central,0,33,64558
2014,1518538,Auger Mine No 34,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",,Appalachia Central,9872,2,2910
2014,1518574,No 2,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Mine only,Metelectric Llc,"2533 Pascoli Place, Lexington, KY 40509",,Appalachia Central,48107,9,13734
2014,1518730,M-102,Kentucky (East),Floyd,Temporarily closed,Surface,Contractor,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,119939,8,18569
2014,1518881,#9,Kentucky (East),Floyd,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Cheyenne Enterprises Inc,"5363 Collins Hwy, Pikeville, KY 41501",,Appalachia Central,21466,17,13806
2014,1518936,No. 1,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Contractor,Mine only,Mrm Mining Inc,"P.O. Box 536, Mcdowell, KY 41647",,Appalachia Central,152978,26,45505
2014,1518980,Frasure Branch,Kentucky (East),Floyd,Active,Surface,Operating Subsidiary,Mine only,"Revelation Energy, Llc.","1051 Main Street, Milton, WV 25541",,Appalachia Central,173546,64,122130
2014,1518998,Spurlock #2 Surface Mine,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Mine only,Spurlock Mining Llc,"1801 Watergap Rd, Prestonsburg, KY 41653",,Appalachia Central,188868,22,52878
2014,1519087,Mine #14,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Mine only,"Hubble Mining, Llc.","P.O. Box 392, Pikeville, KY 41502",,Appalachia Central,27762,15,18438
2014,1519224,#1,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Mine only,"R & C Coal, Llc","P.O. Box 2037, Pikeville, KY 41502",,Appalachia Central,20640,9,7709
2014,1519242,Redhawk #1,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Mine only,"Redhawk Mining, Llc","3228 Summit Square Pl Ste 180, Lexington, KY 40509",,Appalachia Central,583911,103,227838
2014,1519413,Emma #1,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Mine only,"Coal Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653",,Appalachia Central,22076,13,26934
2014,1519565,Hubble 12,Kentucky (East),Floyd,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Hubble Mining Llc,"P.O. Box 392, Pikeville, KY 41502",,Appalachia Central,56128,24,26251
2014,1519588,Spurlock #4 Surface Mine,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Mine only,Spurlock Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509",,Appalachia Central,416132,28,69449
2014,1519610,Emma Hwm #1,Kentucky (East),Floyd,Active,Surface,Indepedent Producer Operator,Mine only,Coal Mining Inc.,"439 Meadows Branch, Pestonsburg, KY 41653",,Appalachia Central,23932,5,7333
2014,1519633,Redhawk #4 Mine,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Mine only,Redhawk Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509",,Appalachia Central,149094,40,86820
2014,1519718,Redhawk #6,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Mine only,Redhawk Mining Llc,"1801 Watergap Road, Prestonsburg, KY 41653",,Appalachia Central,314113,40,81075
2014,1519724,9a,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Cheyenne Enterprises, Inc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,111005,18,31830
2014,1519726,No. 4,Kentucky (East),Floyd,Active,Underground,Indepedent Producer Operator,Mine only,"Mrm Mining, Inc.","P.O. Box 564, Mcdowell, KY 41647",,Appalachia Central,5263,18,4000
2014,1519761,Ghm #10,Kentucky (East),Floyd,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Green Hill Mining, Inc.","P.O. Box 760, London, KY 40743",,Appalachia Central,6911,2,996
2014,1502263,Darby Fork No 1,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282",,Appalachia Central,483969,106,269931
2014,1510657,Totz Prep Plant,Kentucky (East),Harlan,Active,Surface,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,0,0,611
2014,1510657,Totz Prep Plant,Kentucky (East),Harlan,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,0,19,60461
2014,1511506,Verda Loadout,Kentucky (East),Harlan,Permanently abandoned,Surface,Indepedent Producer Operator,Preparation Plant,"Dixie Fuel Company, Llc","P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,0,5,7529
2014,1512602,Highsplint Preparation Plant,Kentucky (East),Harlan,Active,Surface,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,0,3,8424
2014,1512602,Highsplint Preparation Plant,Kentucky (East),Harlan,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",,Appalachia Central,0,21,51751
2014,1513331,P-6,Kentucky (East),Harlan,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 267, Coldiron, KY 40819",,Appalachia Central,0,3,7851
2014,1513331,P-6,Kentucky (East),Harlan,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 267, Coldiron, KY 40819",,Appalachia Central,0,0,160
2014,1514728,S-25 Foresters Spur,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 267, Coldiron, KY 40819",,Appalachia Central,463790,77,206885
2014,1517234,Huff Creek No 1,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282",,Appalachia Central,456563,115,297491
2014,1517650,T-11,Kentucky (East),Harlan,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,5,13725
2014,1517650,T-11,Kentucky (East),Harlan,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,0,280
2014,1517903,No.17 Mine,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Harlan Cumberland Coal Co, Llc","P.O. Box 220, Lejunior, KY 40849",,Appalachia Central,44748,20,24871
2014,1517971,Days Creek Stockpile,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Preparation Plant,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282",,Appalachia Central,0,6,14777
2014,1518197,Jarisa Cave Spur Mine,Kentucky (East),Harlan,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Jarisa Inc.,"P.O. Box 536, Neon, KY 41840",,Appalachia Central,209630,37,78074
2014,1518241,Cloverlick # 1a,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Hubble Mining Co. Llc,"P.O. Box 392, Pikeville, KY 41502",,Appalachia Central,294937,51,126491
2014,1518247,Big Branch,Kentucky (East),Harlan,Active,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardtown, KY 40004",,Appalachia Central,417809,38,108419
2014,1518277,No. 3 Mine,Kentucky (East),Harlan,Active,Underground,Indepedent Producer Operator,Mine only,Yellow Rose Coal Co. Llc,"P.O. Box 220, Lejunior, KY 40849",,Appalachia Central,67040,21,31451
2014,1518516,No 1,Kentucky (East),Harlan,Active,Underground,Indepedent Producer Operator,Mine only,Linsco Energy Llc,"P.O. Box 117, Stoney Fork, KY 40988",,Appalachia Central,84720,26,63737
2014,1518643,Highsplint Strip,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Dixie Fuel Company Llc,"51 Grays Branch Road, Grays Knob, KY 40829",,Appalachia Central,60158,7,21127
