Year,MSHAID,MineName,STATE,MineCounty,MineStatus,MineType,CompanyType,OperationType,OperatingCompany,OperatingCompanyAddress,UnionCode,CoalSupplyRegion,Production,AverageEmployee,LabourHours,latitute,longitude
2019,4608967,Boone North No. 1 Surface Mine,West Virginia (Southern),Boone,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Raven Crest Contracting, Llc","1295 Ashford Hill Rd, Ashford, WV 25009",,Appalachia Central,108325,14,26261,38.3686,81.6999
2019,4609070,Boone North No. 2 Surface Mine,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Mine only,"Raven Crest Contracting, Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,333115,53,135292,38.3686,81.6999
2019,4609152,Black Oak Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,Rockwell Mining Llc,"P.O. Box 57, Wharton, WV 25208",United Mine Workers Of America,Appalachia Central,330492,145,340551,38.3686,81.6999
2019,4609258,Winchester Peerless Rachel Min,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,"Kanawha Eagle Mining, Llc","P.O. Box 189, Comfort, WV 25049",,Appalachia Central,715708,104,244303,38.3686,81.6999
2019,4609286,Mine No 6,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Mine only,Lexington Coal Company,"P.O. Box 299, Sidney, KY 41564",,Appalachia Central,479735,54,109381,38.3686,81.6999
2019,4609309,Hill Fork Mine,West Virginia (Southern),Boone,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Erp Environmental Fund Inc.,"P.O. Box 305, Madison, WV 25130",United Mine Workers Of America,Appalachia Central,72609,19,51665,38.3686,81.6999
2019,4609532,Salem Auger #41,West Virginia (Southern),Boone,Active,Surface,Indepedent Producer Operator,Mine only,"Brooks Run Mining Co., Llc","P.O. Box 47, Belfrey, KY 41514",,Appalachia Central,4419,2,635,38.3686,81.6999
2019,4003274,Empire,West Virginia (Southern),Fayette,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Denali Energy Group, Llc","1140 Tanbark Road, Lexington, KY 40515",,Appalachia Central,3200,2,1750,38.3686,81.6999
2019,4604236,Maple Eagle No. 1 Mine,West Virginia (Southern),Fayette,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Panther Creek Mining Llc,"1345 Elk Ridge Road, Powellton, WV 25161",,Appalachia Central,395126,131,344557,38.3686,81.6999
2019,4604343,Kingston Processing,West Virginia (Southern),Fayette,Active,Surface,Operating Subsidiary,Preparation Plant,Kingston Mining Inc.,"600 Resource Drive, Scarbro, WV 25917",,Appalachia Central,0,1,2420,38.3686,81.6999
2019,4604343,Kingston Processing,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Preparation Plant,Kingston Mining Inc.,"600 Resource Drive, Scarbro, WV 25917",,Appalachia Central,0,35,78233,38.3686,81.6999
2019,4605145,Maple Eagle Preparation Plant,West Virginia (Southern),Fayette,Temporarily closed,Underground,Indepedent Producer Operator,Preparation Plant,Panther Creek Mining Llc,"1345 Elk Ridge Road, Powellton, WV 25161",,Appalachia Central,0,21,44178,38.3686,81.6999
2019,4607491,Bishop Surface,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Mine only,"Nicholas Contura, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,67079,39,13544,38.3686,81.6999
2019,4607537,Alloy Surface Mine,West Virginia (Southern),Fayette,Active,Surface,Operating Subsidiary,Mine only,"Lexington Coal Company, Llc","P.O. Box 58370, Charleston, WV 25358",,Appalachia Central,157761,22,46144,38.3686,81.6999
2019,4608625,Kingston No 1,West Virginia (Southern),Fayette,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","208 Business Street, Beckley, WV 25801",,Appalachia Central,186528,70,164984,38.3686,81.6999
2019,4608932,Kingston No. 2,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","600 Resource Drive, Scarbro, WV 25917",,Appalachia Central,433846,110,265211,38.3686,81.6999
2019,4609052,Bam 7 Auger,West Virginia (Southern),Fayette,Active,Surface,Indepedent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Road, Summersville, WV 26651",,Appalachia Central,13478,3,2632,38.3686,81.6999
2019,4609054,Republic Energy,West Virginia (Southern),Fayette,Active,Surface,Operating Subsidiary,Mine only,Republic Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,1323553,147,355370,38.3686,81.6999
2019,4609105,Surface No 5,West Virginia (Southern),Fayette,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Resources Limited, Llc","188 Spruce Run Road, Summersville, WV 26651",,Appalachia Central,53440,16,17517,38.3686,81.6999
2019,4609114,Pax Load Out,West Virginia (Southern),Fayette,Active,Surface,Operating Subsidiary,Preparation Plant,Republic Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,0,4,9383,38.3686,81.6999
2019,4609114,Pax Load Out,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Preparation Plant,Republic Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,0,3,9382,38.3686,81.6999
2019,4609162,Deep Water Prep Plant P-2,West Virginia (Southern),Fayette,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Frasure Creek Mining Llc,"P.O. Box 100, Oak Hill, WV 25901",,Appalachia Central,0,4,3421,38.3686,81.6999
2019,4609162,Deep Water Prep Plant P-2,West Virginia (Southern),Fayette,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Frasure Creek Mining Llc,"P.O. Box 100, Oak Hill, WV 25901",,Appalachia Central,0,3,3420,38.3686,81.6999
2019,4609415,Shm 06,West Virginia (Southern),Fayette,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Bundy Auger Mining, Inc.","2005 Webster Road, Summersville, WV 26651",,Appalachia Central,40243,5,9939,38.3686,81.6999
2019,103381,Hwm 58,West Virginia (Southern),Greenbrier,Active,Surface,Indepedent Producer Operator,Mine only,"South Fork Coal Co.,","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,73673,9,20978,38.3686,81.6999
2019,3304642,Hwm 61,West Virginia (Southern),Greenbrier,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"South Fork Coal Co., Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,40891,10,15557,38.3686,81.6999
2019,4607376,Lost Flat Surface Mine,West Virginia (Southern),Greenbrier,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"South Fork Coal Company, Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,14814,30,9044,38.3686,81.6999
2019,4609125,Mountaineer Pocahontas No 1 Pr,West Virginia (Southern),Greenbrier,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Greenbrier Minerals Llc,"100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,0,7,20229,38.3686,81.6999
2019,4609125,Mountaineer Pocahontas No 1 Pr,West Virginia (Southern),Greenbrier,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Greenbrier Minerals Llc,"100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,0,4,9964,38.3686,81.6999
2019,4609172,Mountaineer Pocahontas No 1 Mi,West Virginia (Southern),Greenbrier,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Greenbrier Minerals Llc,"100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,198361,68,172881,38.3686,81.6999
2019,4609246,Kuhn Ridge,West Virginia (Southern),Greenbrier,Active,Surface,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","100 Bill Baker Way, Beckley, WV 25801",,Appalachia Central,339689,75,214247,38.3686,81.6999
2019,4609448,Blue Knob Surface Mine,West Virginia (Southern),Greenbrier,Active,Surface,Indepedent Producer Operator,Mine only,"South Fork Coal Co., Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,216950,44,108053,38.3686,81.6999
2019,4609462,Clearco Prep & Loadout Facilit,West Virginia (Southern),Greenbrier,Active,Surface,Indepedent Producer Operator,Preparation Plant,"South Fork Coal Co., Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,0,7,17980,38.3686,81.6999
2019,4609473,No. 1 Surface Mine,West Virginia (Southern),Greenbrier,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Princess Polly Anna Coal, Inc.","P.O. Box 886, Lewisburg, WV 24901",,Appalachia Central,62053,14,29588,38.3686,81.6999
2019,4609519,Sewell Valley #2,West Virginia (Southern),Greenbrier,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Warrior Energy Resources, Llc","188spruce Run Road, Summersville, WV 26651",,Appalachia Central,1533,5,7272,38.3686,81.6999
2019,4603085,South Hollow Prep Plant And Lo,West Virginia (Southern),Kanawha,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Kanawha Eagle Mining, Llc","P.O. Box 189, Comfort, WV 25049",,Appalachia Central,0,44,105554,38.3686,81.6999
2019,4603317,Mammoth Coal  Processing Pl &,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Preparation Plant,Mammoth Coal Co.,"P.O. Box 457, Whitesville, WV 25132",,Appalachia Central,0,17,41412,38.3686,81.6999
2019,4603317,Mammoth Coal  Processing Pl &,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Preparation Plant,Mammoth Coal Co.,"P.O. Box 457, Whitesville, WV 25132",,Appalachia Central,0,33,76909,38.3686,81.6999
2019,4605437,American Eagle Mine,West Virginia (Southern),Kanawha,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"P.O. Box 99, Dawes, WV 25054",,Appalachia Central,1271954,334,832878,38.3686,81.6999
2019,4607178,Samples Surface Mine,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,1187906,121,319651,38.3686,81.6999
2019,4608465,Toms Fork Prep Plant And Loado,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Preparation Plant,Panther Creek Mining Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,0,12,29439,38.3686,81.6999
2019,4608465,Toms Fork Prep Plant And Loado,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Preparation Plant,Panther Creek Mining Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,0,22,57145,38.3686,81.6999
2019,4608571,Wet Branch Prep Plant,West Virginia (Southern),Kanawha,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Panther Creek Mining Llc,"P.O. Box 99, Dawes, WV 25054",,Appalachia Central,0,53,129919,38.3686,81.6999
2019,4608961,Marmet Dock,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Preparation Plant,Alex Energy Llc,"782 Robinson Creek Road, Madison, WV 25130",,Appalachia Central,0,11,22513,38.3686,81.6999
2019,4608961,Marmet Dock,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Preparation Plant,Alex Energy Llc,"782 Robinson Creek Road, Madison, WV 25130",,Appalachia Central,0,11,22512,38.3686,81.6999
2019,4609153,Samples Mine Highwall Miner,West Virginia (Southern),Kanawha,Active,Surface,Indepedent Producer Operator,Mine only,Panther Creek Mining Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,31570,10,30314,38.3686,81.6999
2019,4609221,Slabcamp,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Mammoth Coal Co.,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,1048552,113,276409,38.3686,81.6999
2019,4609226,Blue Creek Prep Plant,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Preparation Plant,"Blue Creek Mining, Llc","P.O. Box 366, Tad, WV 25201",,Appalachia Central,0,29,64991,38.3686,81.6999
2019,4609230,Winchester Ug Mine,West Virginia (Southern),Kanawha,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Panther Creek Mining Llc,"P.O. Box 100, Eskdale, WV 25075",,Appalachia Central,407408,105,267169,38.3686,81.6999
2019,4609296,Blue Creek No. 2 Mine,West Virginia (Southern),Kanawha,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Blue Creek Mining Llc,"P.O. Box 366, Tad, WV 25201",,Appalachia Central,338909,57,142975,38.3686,81.6999
2019,4609297,Blue Creek No. 1 Ug Mine,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,"Blue Creek Mining, Llc","P.O. Box 366, Tad, WV 25201",,Appalachia Central,999119,113,274539,38.3686,81.6999
2019,4609341,Witcher Creek Surface Mine,West Virginia (Southern),Kanawha,Active,Surface,Indepedent Producer Operator,Mine only,"Hanover Resources, Llc","Rt 119 S Shaffer Road Exit, Madison, WV 25301",,Appalachia Central,275000,44,99365,38.3686,81.6999
2019,4608752,Fork Creek Prep Plant,West Virginia (Southern),Lincoln,Active,Surface,Operating Subsidiary,Preparation Plant,"Lexington Coal Company, Llc","P.O. Box 299, Sidney, KY 41564",,Appalachia Central,0,9,16949,38.3686,81.6999
2019,1519371,Shm-47,West Virginia (Southern),Logan,Active,Surface,Indepedent Producer Operator,Mine only,Mega Highwall Mining,"12081 Va. Blvd., Ashland, KY 41102",,Appalachia Central,53853,9,5093,38.3686,81.6999
2019,4003376,Addcar System 16,West Virginia (Southern),Logan,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Va. Blvd, Ashland, KY 41102",,Appalachia Central,596082,13,27054,38.3686,81.6999
2019,4407041,Ahm Coal Mac Mine #1,West Virginia (Southern),Logan,Active,Surface,Indepedent Producer Operator,Mine only,"Appalachian Highwall Mining, L","P.O. Box 708, Salyersville, KY 41465",,Appalachia Central,62620,4,7677,38.3686,81.6999
2019,4601368,Fanco,West Virginia (Southern),Logan,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,"Guyandotte Mining, Llc","P.O. Box 1389, Gilbert, WV 25621",United Mine Workers Of America,Appalachia Central,0,36,87692,38.3686,81.6999
2019,4602140,Saunders Preparation Plant,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Preparation Plant,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,0,54,115051,38.3686,81.6999
2019,4602444,Elk Creek Plant,West Virginia (Southern),Logan,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,0,7,16721,38.3686,81.6999
2019,4602444,Elk Creek Plant,West Virginia (Southern),Logan,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,0,63,150492,38.3686,81.6999
2019,4602515,Preparation Plant,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,"Lexington Coal Company, Llc","P.O. Box 299, Sidney, KY 41564",,Appalachia Central,0,2,5160,38.3686,81.6999
2019,4604315,Elk Lick Tipple,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Preparation Plant,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,0,7,16132,38.3686,81.6999
2019,4604315,Elk Lick Tipple,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Preparation Plant,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,0,16,35907,38.3686,81.6999
2019,4605086,Rum Creek Preparation Plant,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Preparation Plant,"Bandmill Coal, Llc","P.O. Box 1076, Holden, WV 25625",United Mine Workers Of America,Appalachia Central,0,5,11730,38.3686,81.6999
2019,4605086,Rum Creek Preparation Plant,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Preparation Plant,"Bandmill Coal, Llc","P.O. Box 1076, Holden, WV 25625",United Mine Workers Of America,Appalachia Central,0,47,105570,38.3686,81.6999
2019,4605909,Holden No 22 Preparation Plant,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Preparation Plant,Coal-Mac Llc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,0,22,33163,38.3686,81.6999
2019,4608249,Condor #1 Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Condor Holdings Llc,"P.O. Box 328, Mount Gay, WV 25637",,Appalachia Central,164420,32,87323,38.3686,81.6999
2019,4608663,Stonecoal Branch Mine No. 2,West Virginia (Southern),Logan,Active,Underground,Indepedent Producer Operator,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,553577,71,154616,38.3686,81.6999
2019,4608801,Aracoma Alma Mine #1,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Aracoma Coal Company, Llc","P.O. Box 1120, Holden, WV 25625",,Appalachia Central,676296,136,345800,38.3686,81.6999
2019,4608802,Hernshaw Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Aracoma Coal Company, Llc","P.O. Box 1120, Holden, WV 25625",,Appalachia Central,338601,72,174040,38.3686,81.6999
2019,4608838,Superior Surface Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Lexington Coal Company, Llc","P.O. Box 299, Sidney, KY 41564",,Appalachia Central,474607,49,116966,38.3686,81.6999
2019,4608917,Eagle Creek #11,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Eagle Creek Mining L,"P.O. Box 1200, Robinson Cree, KY 41560",,Appalachia Central,255543,26,61670,38.3686,81.6999
2019,4608939,Guyan Mine,West Virginia (Southern),Logan,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Erp Environmental Fund Inc.,"P.O. Box 305, Madison, WV 25130",,Appalachia Central,90,4,8888,38.3686,81.6999
2019,4608984,Holden #22 Surface,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,Coal-Mac Llc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,2177072,198,549020,38.3686,81.6999
2019,4609029,Mountaineer Ii Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,Mingo Logan Coal Llc,"P.O. Box E, Sharples, WV 25183",,Appalachia Central,1256784,305,763798,38.3686,81.6999
2019,4609046,Cardinal Preparation Plant,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Preparation Plant,Mingo Logan Coal Llc,"P.O. Box E, Sharples, WV 25183",,Appalachia Central,0,3,7119,38.3686,81.6999
2019,4609046,Cardinal Preparation Plant,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Preparation Plant,Mingo Logan Coal Llc,"P.O. Box E, Sharples, WV 25183",,Appalachia Central,0,23,52206,38.3686,81.6999
2019,4609101,Toney Fork Surface Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,617756,70,179796,38.3686,81.6999
2019,4609204,Reylas Surface Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Highland Mining Company,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,466718,59,137737,38.3686,81.6999
2019,4609217,Powellton #1 Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,1036842,221,556317,38.3686,81.6999
2019,4609219,Highwall Miner No.1,West Virginia (Southern),Logan,Active,Surface,Indepedent Producer Operator,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,207441,12,31719,38.3686,81.6999
2019,4609294,Washington Mine,West Virginia (Southern),Logan,Temporarily closed,Underground,Operating Subsidiary,Mine only,"Hampden Coal, Llc","P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,259627,104,277844,38.3686,81.6999
2019,4609361,Cedar Grove #2 Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Aracoma Coal Company, Llc","P.O. Box 1098, Holden, WV 25625",,Appalachia Central,400440,70,163029,38.3686,81.6999
2019,4609390,Mine No. 4,West Virginia (Southern),Logan,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Selah Corporation,"P.O. Box 1375, Gilbert, WV 25621",,Appalachia Central,74820,42,74979,38.3686,81.6999
2019,4609495,Eagle Seam Deep Mine,West Virginia (Southern),Logan,Active,Underground,Indepedent Producer Operator,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,488334,56,129628,38.3686,81.6999
2019,4609514,Muddy Bridge,West Virginia (Southern),Logan,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,226098,58,153667,38.3686,81.6999
2019,4609528,Buffalo Deep Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Hampden Coal Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",,Appalachia Central,178839,83,198500,38.3686,81.6999
2019,4609537,Ram Surface Mine No. 1,West Virginia (Southern),Logan,Active,Surface,Indepedent Producer Operator,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,146204,25,70018,38.3686,81.6999
2019,4609541,No. 2 Gas,West Virginia (Southern),Logan,Active,Underground,Indepedent Producer Operator,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,273544,51,134367,38.3686,81.6999
2019,4609558,No. 4 Auger,West Virginia (Southern),Logan,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"G & R Augering, Inc.","P.O. Box 585, Gilbert, WV 25621",,Appalachia Central,8650,4,2051,38.3686,81.6999
2019,4609560,North Fork Surface Mine,West Virginia (Southern),Logan,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25632",,Appalachia Central,10157,3,1144,38.3686,81.6999
2019,4609563,Eagle No 1 Mine,West Virginia (Southern),Logan,Active,Underground,Indepedent Producer Operator,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,187562,47,66193,38.3686,81.6999
2019,4609564,Elklick Surface Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,280613,28,61797,38.3686,81.6999
2019,1518890,Southeastern Auger No. 1,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Southeastern Coal Inc.,"342 Chadwick Dr, Tazewell, VA 24651",,Appalachia Central,1988,2,208,38.3686,81.6999
2019,1519689,Hwm#1,West Virginia (Southern),Mcdowell,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Skyway Strip, Inc.","24044 State Highway  194, Fedscreek, KY 41524",,Appalachia Central,14145,6,16230,38.3686,81.6999
2019,1519758,Addcar #2,West Virginia (Southern),Mcdowell,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Kentucky Fuel Corporation,"P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,2448,7,1832,38.3686,81.6999
2019,1519783,No. 1,West Virginia (Southern),Mcdowell,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Alley Trucking Llc,"1325 Bluefield Ave., Bluefield, WV 24701",,Appalachia Central,1229,1,200,38.3686,81.6999
2019,4602380,Bishop Impoundment Area,West Virginia (Southern),Mcdowell,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Chestnut Land Holdings, Llc","P.O. Box 2178, Beaver, WV 25813",,Appalachia Central,11536,15,33515,38.3686,81.6999
2019,4603303,Superior Cleaning Plant,West Virginia (Southern),Mcdowell,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Superior Processing, Inc.","356 S College Ave, Bluefield, VA 24605",,Appalachia Central,0,1,1564,38.3686,81.6999
2019,4603303,Superior Cleaning Plant,West Virginia (Southern),Mcdowell,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Superior Processing, Inc.","356 S College Ave, Bluefield, VA 24605",,Appalachia Central,0,17,37538,38.3686,81.6999
2019,4605741,Low Gap Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Extra Energy, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,119172,17,35087,38.3686,81.6999
2019,4605872,Litwar Preparation Plant,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,"Litwar Processing Company, Llc","P.O. Box 727, Iaeger, WV 24844",United Mine Workers Of America,Appalachia Central,0,7,13401,38.3686,81.6999
2019,4606265,Sewell Mine B,West Virginia (Southern),Mcdowell,Active,Underground,Indepedent Producer Operator,Mine only,"Raw Coal Mining Company, Inc.","356 South College Ave., Bluefield, VA 24605",,Appalachia Central,111843,34,72343,38.3686,81.6999
2019,4606578,Red Fox Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Indepedent Producer Operator,Mine only,Justice Energy Company Inc,"818 N Eisenhower Dr, Beckley, WV 25801",,Appalachia Central,124485,27,57234,38.3686,81.6999
2019,4606609,Skyway Ii Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Skyway Strip, Inc","P.O. Box 770, Bluefield, WV 24701",,Appalachia Central,2500,3,1132,38.3686,81.6999
2019,4607366,No 1,West Virginia (Southern),Mcdowell,Active,Underground,Indepedent Producer Operator,Mine only,Sally Ann Coal Company Inc,"P.O. Box 770, Bluefield, WV 24701",,Appalachia Central,39478,14,37268,38.3686,81.6999
2019,4607852,Big Creek Washer,West Virginia (Southern),Mcdowell,Active,Surface,Indepedent Producer Operator,Preparation Plant,Baystar Coal Company Inc,"P.O. Box 1030, Bluefield, VA 24605",,Appalachia Central,0,13,30032,38.3686,81.6999
2019,4608647,Eckman Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Indepedent Producer Operator,Mine only,"Extra Energy, Inc.","640 Clover Dew Dairy Road, Princeton, Wv, WV 24740",,Appalachia Central,476879,103,248953,38.3686,81.6999
2019,4608659,Mine No. 32,West Virginia (Southern),Mcdowell,Active,Underground,Indepedent Producer Operator,Mine only,"Lo Down Energy, Inc.","119 Appalachian Drive, Beckley, WV 25801",,Appalachia Central,156983,43,60853,38.3686,81.6999
2019,4608786,No 57 Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Nufac Mining Company, Inc","100 Cranberry Creek Drive, Beckley, WV 25801",,Appalachia Central,100985,41,86020,38.3686,81.6999
2019,4608884,No 58,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Pay Car Mining Inc,"P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,41390,18,50314,38.3686,81.6999
2019,4609024,No 1 Miner,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Justice Highwall Mining, Inc.","P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,23930,9,21467,38.3686,81.6999
