Year,MSHAID,MineName,STATE,MineCounty,MineStatus,MineType,CompanyType,OperationType,OperatingCompany,OperatingCompanyAddress,UnionCode,CoalSupplyRegion,Production,AverageEmployee,LabourHours,latitute,longitude
2013,4405141,No 1 Tipple,Virginia,Lee,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,J A D Coal Company Inc,"P.O. Box 98, St. Charles, VA 24282", ,Appalachia Central,0,13,25760,37.4316,78.6569
2013,4405898,Lone Mountain Processing,Virginia,Lee,Active,Underground,Operating Subsidiary,Preparation Plant,Lone Mountain Processing Inc,"P.O. Box Drawer C, St Charles, VA 24282", ,Appalachia Central,0,47,112057,37.4316,78.6569
2013,4406947,Wilson Deep Mine #1,Virginia,Lee,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,Virginia Fuel Corporation,"P.O. Box 838, Middlesboro, KY 40965", ,Appalachia Central,36990,30,61951,37.4316,78.6569
2013,4407253,Darby Road Mine #1,Virginia,Lee,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Virginia Fuels Corporation,"5957 Windswept Boulevard, Wise, VA 24293", ,Appalachia Central,10056,12,7874,37.4316,78.6569
2013,4404296,Gardner Load Out,Virginia,Russell,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Harold Keene Coal Co. Inc.,"P.O. Box 929, Honaker, VA 24260", ,Appalachia Central,0,2,4391,37.4316,78.6569
2013,4404296,Gardner Load Out,Virginia,Russell,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Harold Keene Coal Co. Inc.,"P.O. Box 929, Honaker, VA 24260", ,Appalachia Central,0,1,2067,37.4316,78.6569
2013,4405411,Beehive,Virginia,Russell,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Omega Mining - Beehive Coal Co,"P.O. Box 1794, Abingdon, VA 24210", ,Appalachia Central,3501,12,2865,37.4316,78.6569
2013,4406444,Laurel Mountain,Virginia,Russell,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Dickenson-Russell Coal Company,"7546 Gravel Lick Road, Cleveland, VA 24225",United Mine Workers of America,Appalachia Central,162061,77,167151,37.4316,78.6569
2013,4407104,Mine No. 3,Virginia,Russell,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,"Abby Contractors, Inc","P.O. Box 768, Grundy, VA 24614", ,Appalachia Central,22862,19,30509,37.4316,78.6569
2013,4407123,Deep Mine #35,Virginia,Russell,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Paramont Coal Company Virginia,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,109738,29,57559,37.4316,78.6569
2013,4407142,Flat Rock Preparation Plant,Virginia,Russell,Active,Surface,Operating Subsidiary,Preparation Plant,Harold Keene Coal Co. Inc.,"15498 Riverside Drive, Vansant, VA 24656", ,Appalachia Central,0,5,8831,37.4316,78.6569
2013,4407142,Flat Rock Preparation Plant,Virginia,Russell,Active,Underground,Operating Subsidiary,Preparation Plant,Harold Keene Coal Co. Inc.,"15498 Riverside Drive, Vansant, VA 24656", ,Appalachia Central,0,2,3103,37.4316,78.6569
2013,4407239,Flat Rock Surface,Virginia,Russell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Harold Keene Coal Co. Inc.,"P.O. Box 929, Honaker, VA 24260", ,Appalachia Central,10172,8,14629,37.4316,78.6569
2013,4407313,Maple Highwall,Virginia,Russell,Active,Surface,Indepedent Producer Operator,Mine only,"Omega Highwall Mining Ii, Llc","P.O. Box 428, Richlands, VA 24641", ,Appalachia Central,89623,10,12246,37.4316,78.6569
2013,4405236,Coal Creek Prep Plant,Virginia,Tazewell,Active,Underground,Operating Subsidiary,Preparation Plant,Knox Creek Coal Corporation,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,0,19,39561,37.4316,78.6569
2013,4406804,Tiller No 1,Virginia,Tazewell,Active,Underground,Operating Subsidiary,Mine only,Knox Creek Coal Corporation,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,431591,109,255590,37.4316,78.6569
2013,4406859,War Creek No. 1,Virginia,Tazewell,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Bandy Coal, Llc","1241 Hockman Pike, Bluefield, VA 24605", ,Appalachia Central,49641,50,113060,37.4316,78.6569
2013,4407172,Virginia Point No. 1 Surface M,Virginia,Tazewell,Active,Surface,Indepedent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604", ,Appalachia Central,410946,114,245396,37.4316,78.6569
2013,4407288,Hill Creek Highwall,Virginia,Tazewell,Active,Surface,Indepedent Producer Operator,Mine only,"Omega Highwall Mining, Llc","P.O. Box 428, Richlands, VA 24641", ,Appalachia Central,355917,11,37877,37.4316,78.6569
2013,4403088,Plant No 1,Virginia,Wise,Active,Underground,Operating Subsidiary,Preparation Plant,Pigeon Creek Processing Corpor,"633 Callahan Avenue, Appalachia, VA 24216", ,Appalachia Central,0,30,70841,37.4316,78.6569
2013,4403472,Tipple #1,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Hills Coal Co., Inc.","P.O. Box 148, Fries, VA 24330", ,Appalachia Central,0,2,4220,37.4316,78.6569
2013,4403472,Tipple #1,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Hills Coal Co., Inc.","P.O. Box 148, Fries, VA 24330", ,Appalachia Central,0,2,4221,37.4316,78.6569
2013,4404534,Prep Plant #2,Virginia,Wise,Temporarily closed,Surface,Indepedent Producer Operator,Preparation Plant,A&g Coal Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,0,1,2201,37.4316,78.6569
2013,4404534,Prep Plant #2,Virginia,Wise,Temporarily closed,Underground,Indepedent Producer Operator,Preparation Plant,A&g Coal Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,0,12,19810,37.4316,78.6569
2013,4405014,Pardee Plant/Loadout,Virginia,Wise,Active,Underground,Operating Subsidiary,Preparation Plant,Cumberland River Coal Co,"P.O. Box 109, Appalachia, VA 24216",Scotia Employees Association,Appalachia Central,0,44,109872,37.4316,78.6569
2013,4405226,#1 Tipple,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Preparation Plant,Oliver Coal Sales,"P.O. Box 1768, Coeburn, VA 24230", ,Appalachia Central,0,2,4608,37.4316,78.6569
2013,4405226,#1 Tipple,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Preparation Plant,Oliver Coal Sales,"P.O. Box 1768, Coeburn, VA 24230", ,Appalachia Central,0,1,1152,37.4316,78.6569
2013,4405270,Toms Creek Complex,Virginia,Wise,Active,Surface,Operating Subsidiary,Preparation Plant,Paramont Coal Company Virginia,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,0,19,39325,37.4316,78.6569
2013,4405270,Toms Creek Complex,Virginia,Wise,Active,Underground,Operating Subsidiary,Preparation Plant,Paramont Coal Company Virginia,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,0,35,73033,37.4316,78.6569
2013,4405559,Bluff Spur Mine,Virginia,Wise,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Mill Branch Coal Corp,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,15017,14,20969,37.4316,78.6569
2013,4405971,Stoker,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Preparation Plant,Red River Coal Company Inc,"P.O. Box 668, Norton, VA 24273", ,Appalachia Central,0,4,8793,37.4316,78.6569
2013,4406045,No 5 Strip,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,Humphreys Enterprises Inc,"6999 Polk Road, Norton, VA 24273", ,Appalachia Central,220267,24,54441,37.4316,78.6569
2013,4406084,No 27 Strip,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,"Humphreys Enterprises, Inc.","P.O. Box 668, Norton, VA 24273", ,Appalachia Central,233235,25,55309,37.4316,78.6569
2013,4406199,No 1 Prep Plant,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Preparation Plant,Red River Coal Company Inc,"P.O. Box 668, Norton, VA 24273", ,Appalachia Central,0,12,25073,37.4316,78.6569
2013,4406199,No 1 Prep Plant,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Preparation Plant,Red River Coal Company Inc,"P.O. Box 668, Norton, VA 24273", ,Appalachia Central,0,47,100291,37.4316,78.6569
2013,4406230,Vfc-Washer,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Preparation Plant,Virginia Fuels Corporation,"5957 Windswept Boulevard, Wise, VA 24293", ,Appalachia Central,0,3,7715,37.4316,78.6569
2013,4406230,Vfc-Washer,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Preparation Plant,Virginia Fuels Corporation,"5957 Windswept Boulevard, Wise, VA 24293", ,Appalachia Central,0,3,7412,37.4316,78.6569
2013,4406545,No. 28 Strip,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,"Humphreys Enterprises, Inc.","P.O. Box 668, Norton, VA 24273", ,Appalachia Central,199250,25,54416,37.4316,78.6569
2013,4406869,Sigmon Strip #23,Virginia,Wise,Temporarily closed,Surface,Operating Subsidiary,Mine only,A & G Coal Corporation,"5957 Windswept Boulevard, Wise, VA 24293", ,Appalachia Central,28619,60,17582,37.4316,78.6569
2013,4406943,Kellyview Loadout Facility,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Preparation Plant,A & G Coal Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,0,4,8879,37.4316,78.6569
2013,4406943,Kellyview Loadout Facility,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Preparation Plant,A & G Coal Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,0,3,8878,37.4316,78.6569
2013,4406992,Strip #12,Virginia,Wise,Active,Surface,Operating Subsidiary,Mine only,A & G Coal Corporation,"5957 Windswept Boulevard, Wise, VA 24293", ,Appalachia Central,217913,58,133551,37.4316,78.6569
2013,4406999,Strip #13,Virginia,Wise,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,A & G Coal Corporation,"302 S. Jefferson St., Roanoke, VA 24011", ,Appalachia Central,1508,36,7606,37.4316,78.6569
2013,4407001,Strip #14,Virginia,Wise,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,A & G Coal Corporation,"5957 Windswept Blvd, Wise, VA 24293", ,Appalachia Central,68750,29,33468,37.4316,78.6569
2013,4407052,Dorchester Mine,Virginia,Wise,Active,Underground,Operating Subsidiary,Mine only,Mill Branch Coal Corp.,"5700 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,291562,81,179465,37.4316,78.6569
2013,4407081,No. 2,Virginia,Wise,Active,Underground,Contractor,Mine only,"Regent Allied Carbon Energy, I","P.O. Box 1038, Grundy, VA 24614", ,Appalachia Central,94083,44,98211,37.4316,78.6569
2013,4407087,North Fork #6,Virginia,Wise,Active,Underground,Operating Subsidiary,Mine only,Mill Branch Coal Cor,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,372676,95,223138,37.4316,78.6569
2013,4407124,True Energy Fuels Mine No. 2,Virginia,Wise,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,True Energy Fuels Llc,"7652 South Fork Road, Pound, VA 24279", ,Appalachia Central,2878,6,11190,37.4316,78.6569
2013,4407133,No. 26 Strip,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,Humphreys Enterprises Inc,"P.O. Box 668, Norton, VA 24273", ,Appalachia Central,197775,25,54560,37.4316,78.6569
2013,4407137,No. 2,Virginia,Wise,Active,Underground,Contractor,Mine only,"Patriot Mining, Llc","P.O. Box 1038, Grundy, VA 24614", ,Appalachia Central,304687,49,113277,37.4316,78.6569
2013,4407138,Guest Mtn. No. 5,Virginia,Wise,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Mill Branch Coal Corp,"633 Callahan Ave, Appalachia, VA 24216", ,Appalachia Central,60523,31,36968,37.4316,78.6569
2013,4407150,Osaka Mine,Virginia,Wise,Active,Underground,Operating Subsidiary,Mine only,Mill Branch Coal Corp,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,174165,70,150271,37.4316,78.6569
2013,4407156,#3,Virginia,Wise,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Professional Miners Llc,"P.O. Box 728, Blountville, TN 37617", ,Appalachia Central,257639,83,204015,37.4316,78.6569
2013,4407163,88 Strip,Virginia,Wise,Active,Surface,Operating Subsidiary,Mine only,Paramont Coal Company Virginia,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,293487,64,126652,37.4316,78.6569
2013,4407190,Red Onion Surface Mine,Virginia,Wise,Permanently abandoned,Surface,Operating Subsidiary,Mine only,Paramont Coal Company Virginia,"5703 Crutchfield Dr, Norton, VA 24273", ,Appalachia Central,59082,48,23342,37.4316,78.6569
2013,4407224,Pine Branch 1,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Mine only,Cumberland River Coal Co Inc,"P.O. Box 109, Appalachia, VA 24216",Scotia Employees Association,Appalachia Central,379177,82,202136,37.4316,78.6569
2013,4407252,Nine Mile #1,Virginia,Wise,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,"Nine Mile Mining, Inc.","P.O. Box 1010, Wise, VA 24293", ,Appalachia Central,11958,16,25993,37.4316,78.6569
2013,4407274,#5 Surface Mine,Virginia,Wise,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Appalachian Contractors Inc.,"P.O. Box 186, Clintwood, VA 24228", ,Appalachia Central,72410,18,31651,37.4316,78.6569
2013,4407275,#2,Virginia,Wise,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Professional Miners Llc,"P.O. Box 728, Blountville, TN 37617", ,Appalachia Central,67258,24,50993,37.4316,78.6569
2013,4407276,Strip #26,Virginia,Wise,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,A&g Coal Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,55956,41,44902,37.4316,78.6569
2013,4407277,Dogwood #4-C,Virginia,Wise,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,"Old Dominion Energy, Inc.","P.O. Box 1247, Wise, VA 24293", ,Appalachia Central,7542,7,3268,37.4316,78.6569
2013,4407284,#6 Surface,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Mine only,"Appalachian Contractors, Inc.","412 Charles St, Clintwood, VA 24228", ,Appalachia Central,680,2,280,37.4316,78.6569
2013,4407303,Power Fuel Blending Terminal,Virginia,Wise,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Power Fuels, Llc","3630 Russel Creek Road, St. Paul, VA 24283", ,Appalachia Central,0,7,14437,37.4316,78.6569
2013,4407303,Power Fuel Blending Terminal,Virginia,Wise,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Power Fuels, Llc","3630 Russel Creek Road, St. Paul, VA 24283", ,Appalachia Central,0,7,14436,37.4316,78.6569
2013,3610021,11,West Virginia (Northern),Barbour,Active,Surface,Indepedent Producer Operator,Mine only,"Black Hawk Mining, Inc","221 Creek Road, Rural Valley, PA 16249", ,Appalachia Northern,4710,3,1590,40.0634,80.7212
2013,4604168,Sentinel Mine,West Virginia (Northern),Barbour,Active,Underground,Indepedent Producer Operator,Mine only,Wolf Run Mining Company,"21550 Barbour County Hwy, Philippi, WV 26416", ,Appalachia Northern,1019728,270,634879,40.0634,80.7212
2013,4608777,Sentinel Preparation Plant,West Virginia (Northern),Barbour,Active,Underground,Operating Subsidiary,Preparation Plant,Wolf Run Mining Company,"21550 Barbour County Hwy, Philippi, WV 26416", ,Appalachia Northern,0,31,72426,40.0634,80.7212
2013,4602151,Vindex Energy,West Virginia (Northern),Grant,Permanently abandoned,Surface,Operating Subsidiary,Preparation Plant,Vindex Energy Corporation,"265 Glass Drive, Mt Lake Park, MD 21550", ,Appalachia Northern,0,2,3904,40.0634,80.7212
2013,4602151,Vindex Energy,West Virginia (Northern),Grant,Permanently abandoned,Underground,Operating Subsidiary,Preparation Plant,Vindex Energy Corporation,"265 Glass Drive, Mt Lake Park, MD 21550", ,Appalachia Northern,0,1,3904,40.0634,80.7212
2013,4607837,Dobbin Ridge Prep Plant,West Virginia (Northern),Grant,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Vindex Energy Corporation,"265 A Glass Drive, Mountain Lake, MD 21550", ,Appalachia Northern,0,2,3527,40.0634,80.7212
2013,4607837,Dobbin Ridge Prep Plant,West Virginia (Northern),Grant,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Vindex Energy Corporation,"265 A Glass Drive, Mountain Lake, MD 21550", ,Appalachia Northern,0,3,5290,40.0634,80.7212
2013,4609369,Bismarck  Mine,West Virginia (Northern),Grant,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Vindex Energy Corp,","265 Glass Drive, Mt. Lake Park, MD 21550", ,Appalachia Northern,304,3,6774,40.0634,80.7212
2013,4602737,Nancy,West Virginia (Northern),Harrison,Active,Surface,Indepedent Producer Operator,Mine only,Ten-A-Coal Company,"Rte 4, Box 253, Clarksburg, WV 26301", ,Appalachia Northern,19346,4,6660,40.0634,80.7212
2013,4609060,#4 Mine,West Virginia (Northern),Harrison,Active,Underground,Operating Subsidiary,Mine only,"Ten-Mile Coal Co., Inc.","P.O. Box 549, Dellslow, WV 26531", ,Appalachia Northern,433570,89,190924,40.0634,80.7212
2013,3609197,3200,West Virginia (Northern),Marion,Active,Surface,Indepedent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249", ,Appalachia Northern,16201,3,4740,40.0634,80.7212
2013,4601318,Robinson Run No 95,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"79 Camp Run Road, Mannington, WV 26582",UNIT,Appalachia Northern,5700956,568,1345032,40.0634,80.7212
2013,4601433,Loveridge #22,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P.O. Box 40, Fairview, WV 26570",United Mine Workers of America,Appalachia Northern,5307709,669,1480020,40.0634,80.7212
2013,4608264,Grant Town Power Plant,West Virginia (Northern),Marion,Active,Surface,Indepedent Producer Operator,Preparation Plant,American Bituminous Power Part,"P.O. Box 159, Grant Town, WV 26574", ,Appalachia Northern,0,14,6492,40.0634,80.7212
2013,4609050,Barrackville Refuse Pile,West Virginia (Northern),Marion,Active,Surface,Indepedent Producer Operator,Mine only,"Lp Mineral, Llc","471 John Fox Road, Morgantown, WV 26501", ,Appalachia Northern,195099,8,23750,40.0634,80.7212
2013,4609302,Arco No. 1 Mine,West Virginia (Northern),Marion,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Dana Mining Company, Llc","308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,1659,4,3175,40.0634,80.7212
2013,4601436,Shoemaker Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"Rd 1 Box 62a, Dallas, WV 26036",UNIT,Appalachia Northern,5619263,726,1658612,40.0634,80.7212
2013,4601437,Mcelroy Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Mcelroy Coal Company,"46226 National Rd, St. Clairsvil, OH 43950",UNIT,Appalachia Northern,9403070,957,2194378,40.0634,80.7212
2013,4602489,No 1 Strip,West Virginia (Northern),Mineral,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,D & L Coal Company Inc,"Rte 6,  Box 6192, Keyser, WV 26726", ,Appalachia Northern,11182,3,4808,40.0634,80.7212
2013,4609196,Piedmont Mine,West Virginia (Northern),Mineral,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Duckworth Coal Inc,"19709 Winner View Terrace, Frostburg, MD 21532", ,Appalachia Northern,48130,5,12785,40.0634,80.7212
2013,4601456,Federal No 2,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Eastern Associated Coal Llc,"1044 Miracle Run Rd, Fairview, WV 26570",UNIT,Appalachia Northern,3363090,516,1147376,40.0634,80.7212
2013,4601968,Blacksville No 2,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P.O. Box 132, Blacksville, WV 26521",United Mine Workers of America,Appalachia Northern,3139164,470,932334,40.0634,80.7212
2013,4604387,Prime No. 1 Mine,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine only,Dana Mining Company Llc,"308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,1223827,186,437444,40.0634,80.7212
2013,4605589,Crawdad No 1 Mine,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine only,Red Bone Mining Company,"27 Pinnacle Lane, Morgantown, WV 26508", ,Appalachia Northern,349247,47,99804,40.0634,80.7212
2013,4605995,Preparation Plant No 1,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,0,38,77065,40.0634,80.7212
2013,4606556,River Terminal,West Virginia (Northern),Monongalia,Active,Surface,Operating Subsidiary,Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,0,1,2659,40.0634,80.7212
2013,4606556,River Terminal,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501", ,Appalachia Northern,0,10,19499,40.0634,80.7212
2013,4607355,Bucy Job,West Virginia (Northern),Monongalia,Active,Surface,Indepedent Producer Operator,Mine only,Shafer Brothers Construction I,"668 Lower Hildebrand Rd, Morgantown, WV 26501", ,Appalachia Northern,95428,10,13184,40.0634,80.7212
2013,4609408,Laurita Surface Mine,West Virginia (Northern),Monongalia,Active,Surface,Indepedent Producer Operator,Mine only,Scjl Co-Leasing Corp. Inc.,"8 Hunter Zane Rd, Fairmont, WV 26554", ,Appalachia Northern,25022,3,3540,40.0634,80.7212
2013,4608864,Tunnel Ridge Mine,West Virginia (Northern),Ohio,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Tunnel Ridge, Llc","2596 Battle Run Road, Triadelphia, WV 26059", ,Appalachia Northern,3694046,423,874542,40.0634,80.7212
2013,4606736,Star Bridge Preparation Plant-,West Virginia (Northern),Randolph,Active,Underground,Indepedent Producer Operator,Preparation Plant,Carter Roag Coal Company,"Hc 58 Box 200, Mill Creek, WV 26280", ,Appalachia Northern,0,17,51619,40.0634,80.7212
2013,4609007,Beacon Knob Highwall Miner,West Virginia (Northern),Taylor,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Keystone Coal Reserves, Llc","2005 Webster Rd, Summersville, WV 26651", ,Appalachia Northern,17189,4,1829,40.0634,80.7212
2013,4609191,Leer Prep Plant,West Virginia (Northern),Taylor,Active,Underground,Operating Subsidiary,Preparation Plant,Aci Tygart Valley,"2708 Cranberry Square, Morgantown, WV 26508", ,Appalachia Northern,0,30,63711,40.0634,80.7212
2013,4609192,Leer Mine,West Virginia (Northern),Taylor,Active,Underground,Operating Subsidiary,Mine only,Aci Tygart Valley,"2708 Cranberry Square, Morgantown, WV 26508", ,Appalachia Northern,569488,386,790481,40.0634,80.7212
2013,4609407,Rager Surface Mine,West Virginia (Northern),Taylor,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Rebekah Coal Company, Inc.","P.O. Box 111, Independence, WV 26374", ,Appalachia Northern,494,3,680,40.0634,80.7212
2013,3609383,3119,West Virginia (Northern),Tucker,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249", ,Appalachia Northern,7482,3,1440,40.0634,80.7212
2013,4609028,Mountain View Mine,West Virginia (Northern),Tucker,Active,Underground,Operating Subsidiary,Mine only,"Mettiki Coal Wv, Llc","293 Table Rock Road, Oakland, MD 21550", ,Appalachia Northern,2328708,235,473631,40.0634,80.7212
2013,4609380,Beacon Knob Mine,West Virginia (Northern),Tucker,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Keystone Coal Reserves, Llc","116 Springer Lane, Somerset, PA 15501", ,Appalachia Northern,15537,10,7913,40.0634,80.7212
2013,4605544,Sawmill Run Preparation Plant,West Virginia (Northern),Upshur,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Wolf Run Mining Company,"Route 3, Box 146, Philippi, WV 26416", ,Appalachia Northern,0,4,9319,40.0634,80.7212
2013,4608194,Pleasant Hill Mine,West Virginia (Northern),Upshur,Active,Underground,Indepedent Producer Operator,Mine only,Carter Roag Coal Company,"1023 Lanham Cemetary Road, Tallmansville, WV 26237", ,Appalachia Northern,555882,134,273518,40.0634,80.7212
2013,4609000,Lane Ridge Surface Mine,West Virginia (Northern),Upshur,Active,Surface,Indepedent Producer Operator,Mine only,Nesco Inc,"Rt. 7, Box 543, Fairmont, WV 26554", ,Appalachia Northern,53374,8,20229,40.0634,80.7212
2013,4606045,Brooks Run Processing Plant No,West Virginia (Northern),Webster,Active,Surface,Operating Subsidiary,Preparation Plant,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,0,21,47964,40.0634,80.7212
2013,4606045,Brooks Run Processing Plant No,West Virginia (Northern),Webster,Active,Underground,Operating Subsidiary,Preparation Plant,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,0,43,97382,40.0634,80.7212
2013,4608885,Poplar Ridge No 1 Deep Mine,West Virginia (Northern),Webster,Active,Underground,Operating Subsidiary,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,651273,82,178520,40.0634,80.7212
2013,4609036,Seven Pines,West Virginia (Northern),Webster,Active,Surface,Operating Subsidiary,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,1010154,89,221621,40.0634,80.7212
2013,4609133,Cove Mountain Deep Mine,West Virginia (Northern),Webster,Active,Underground,Operating Subsidiary,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,401471,51,110555,40.0634,80.7212
2013,4609353,Jackson Bridge 1,West Virginia (Northern),Webster,Active,Underground,Indepedent Producer Operator,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,247246,52,118951,40.0634,80.7212
2013,4601537,Farley Eagle Mine,West Virginia (Southern),Boone,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Gateway Eagle Coal Company, Ll","54912 Pond Fork Road, Wharton, WV 25208",UNIT,Appalachia Central,272773,44,107145,38.3686,81.6999
2013,4603141,Chesterfield Prep Plant,West Virginia (Southern),Boone,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Omar Mining Company,"782 Robinson Creek Road, Madison, WV 25130",United Mine Workers of America,Appalachia Central,0,11,23200,38.3686,81.6999
2013,4603755,Liberty Processing,West Virginia (Southern),Boone,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Independence Coal Company Inc,"785 Robinson Creek Road, Madison, WV 25130", ,Appalachia Central,0,13,26942,38.3686,81.6999
2013,4603755,Liberty Processing,West Virginia (Southern),Boone,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Independence Coal Company Inc,"785 Robinson Creek Road, Madison, WV 25130", ,Appalachia Central,0,11,23892,38.3686,81.6999
